LATITUDE,LONGITUDE,AOU,SPECIESTOTAL
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
48.42,-64.318,300,100
48.42,-64.318,320,20
55.844,-132.543,230,2
55.844,-132.543,230,2
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
56.46,-132.38,230,14
56.46,-132.38,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
57.813,-152.618,290,1
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
59.418,-139.022,230,2
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.922,-135.046,230,1
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
57.838,-135.06,230,16
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
55.327,-131.521,230,7
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
57.533,-152.45,230,8
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
40.415,-123.962,230,2
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
38.341,-123.048,300,1
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
44.961,-123.696,230,2
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
48.163,-122.335,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
47.922,-122.3,290,1
