COUNTRYNUM,STATENUM,ROUTE,LATITUDE,LONGITUDE,YEAR,AOU,FAMILY,STOPTOTAL,SPECIESTOTAL
840,2,31,31.008,-85.211,2010,3940,Picidae,1,1
840,2,31,31.008,-85.211,2010,4050,Picidae,3,3
840,2,31,31.008,-85.211,2010,4090,Picidae,20,28
840,2,33,31.586,-86.25,2010,3940,Picidae,3,3
840,2,33,31.586,-86.25,2010,4060,Picidae,1,1
840,2,33,31.586,-86.25,2010,4090,Picidae,13,13
840,2,33,31.586,-86.25,2010,4120,Picidae,1,1
840,2,35,30.998,-86.886,2010,3940,Picidae,1,1
840,2,35,30.998,-86.886,2010,4060,Picidae,1,1
840,2,35,30.998,-86.886,2010,4090,Picidae,23,25
840,2,36,31.74,-87.209,2010,3940,Picidae,1,2
840,2,36,31.74,-87.209,2010,4050,Picidae,1,1
840,2,36,31.74,-87.209,2010,4060,Picidae,1,1
840,2,36,31.74,-87.209,2010,4090,Picidae,11,11
840,2,36,31.74,-87.209,2010,4120,Picidae,1,1
840,2,34,31.444,-86.613,2010,4050,Picidae,4,4
840,2,34,31.444,-86.613,2010,4090,Picidae,18,22
840,2,39,31.633,-88.313,2010,3940,Picidae,1,1
840,2,39,31.633,-88.313,2010,4050,Picidae,2,2
840,2,39,31.633,-88.313,2010,4060,Picidae,1,1
840,2,39,31.633,-88.313,2010,4090,Picidae,12,13
840,2,45,34.131,-87.762,2010,3940,Picidae,3,3
840,2,45,34.131,-87.762,2010,4050,Picidae,2,2
840,2,45,34.131,-87.762,2010,4060,Picidae,1,1
840,2,45,34.131,-87.762,2010,4090,Picidae,6,6
840,2,43,33.116,-87.101,2010,3940,Picidae,2,3
840,2,43,33.116,-87.101,2010,4060,Picidae,1,1
840,2,43,33.116,-87.101,2010,4090,Picidae,6,7
840,2,43,33.116,-87.101,2010,4120,Picidae,2,2
840,2,46,34.314,-86.477,2010,3930,Picidae,1,1
840,2,46,34.314,-86.477,2010,3940,Picidae,6,7
840,2,46,34.314,-86.477,2010,4050,Picidae,1,1
840,2,46,34.314,-86.477,2010,4090,Picidae,6,6
840,2,46,34.314,-86.477,2010,4120,Picidae,2,2
840,2,47,33.138,-87.821,2010,3940,Picidae,2,2
840,2,47,33.138,-87.821,2010,4050,Picidae,2,2
840,2,47,33.138,-87.821,2010,4090,Picidae,13,13
840,2,47,33.138,-87.821,2010,4120,Picidae,1,1
840,2,49,32.806,-87.764,2010,3940,Picidae,1,1
840,2,49,32.806,-87.764,2010,4060,Picidae,1,1
840,2,49,32.806,-87.764,2010,4090,Picidae,13,14
840,2,48,32.681,-88.123,2010,3940,Picidae,2,2
840,2,48,32.681,-88.123,2010,4050,Picidae,1,1
840,2,48,32.681,-88.123,2010,4060,Picidae,1,1
840,2,48,32.681,-88.123,2010,4090,Picidae,10,10
840,2,50,32.328,-86.712,2010,3940,Picidae,8,10
840,2,50,32.328,-86.712,2010,4090,Picidae,19,24
840,2,50,32.328,-86.712,2010,4120,Picidae,1,1
840,2,51,32.582,-85.716,2010,3930,Picidae,1,1
840,2,51,32.582,-85.716,2010,3940,Picidae,2,3
840,2,51,32.582,-85.716,2010,4050,Picidae,8,8
840,2,51,32.582,-85.716,2010,4060,Picidae,4,5
840,2,51,32.582,-85.716,2010,4090,Picidae,13,13
840,2,54,31.222,-86.099,2010,4060,Picidae,2,3
840,2,54,31.222,-86.099,2010,4090,Picidae,11,11
840,2,54,31.222,-86.099,2010,4120,Picidae,1,1
840,2,59,33.281,-88.009,2010,3940,Picidae,1,1
840,2,59,33.281,-88.009,2010,4050,Picidae,4,5
840,2,59,33.281,-88.009,2010,4090,Picidae,8,8
840,2,61,33.719,-86.446,2010,3940,Picidae,11,11
840,2,61,33.719,-86.446,2010,4090,Picidae,23,27
840,2,57,34.424,-87.391,2010,3930,Picidae,4,4
840,2,57,34.424,-87.391,2010,3940,Picidae,2,2
840,2,57,34.424,-87.391,2010,4050,Picidae,9,9
840,2,60,33.264,-87.424,2010,3940,Picidae,4,4
840,2,60,33.264,-87.424,2010,4050,Picidae,1,1
840,2,60,33.264,-87.424,2010,4060,Picidae,2,2
840,2,60,33.264,-87.424,2010,4090,Picidae,7,7
840,2,60,33.264,-87.424,2010,4120,Picidae,1,1
840,2,55,31.668,-85.651,2010,3940,Picidae,5,5
840,2,55,31.668,-85.651,2010,4050,Picidae,5,5
840,2,55,31.668,-85.651,2010,4060,Picidae,3,3
840,2,55,31.668,-85.651,2010,4090,Picidae,24,31
840,2,57,34.424,-87.391,2010,4060,Picidae,1,3
840,2,57,34.424,-87.391,2010,4090,Picidae,7,7
840,2,67,31.409,-86.27,2010,3940,Picidae,1,1
840,2,67,31.409,-86.27,2010,4050,Picidae,1,1
840,2,67,31.409,-86.27,2010,4060,Picidae,1,1
840,2,67,31.409,-86.27,2010,4090,Picidae,14,15
840,2,65,32.434,-85.871,2010,3940,Picidae,1,1
840,2,65,32.434,-85.871,2010,4050,Picidae,3,3
840,2,65,32.434,-85.871,2010,4090,Picidae,15,18
840,2,65,32.434,-85.871,2010,4120,Picidae,1,1
840,2,63,32.413,-87.538,2010,3940,Picidae,4,4
840,2,63,32.413,-87.538,2010,4060,Picidae,1,1
840,2,63,32.413,-87.538,2010,4090,Picidae,10,10
840,2,73,34.99,-86.067,2010,3940,Picidae,5,5
840,2,73,34.99,-86.067,2010,4050,Picidae,3,3
840,2,73,34.99,-86.067,2010,4090,Picidae,7,7
840,2,73,34.99,-86.067,2010,4120,Picidae,2,2
840,2,109,34.309,-85.932,2010,3940,Picidae,5,5
840,2,109,34.309,-85.932,2010,4050,Picidae,2,3
840,2,109,34.309,-85.932,2010,4060,Picidae,4,4
840,2,109,34.309,-85.932,2010,4090,Picidae,8,8
840,2,109,34.309,-85.932,2010,4120,Picidae,3,3
840,2,105,34.213,-86.473,2010,3940,Picidae,2,2
840,2,105,34.213,-86.473,2010,4050,Picidae,1,1
840,2,105,34.213,-86.473,2010,4060,Picidae,1,2
840,2,105,34.213,-86.473,2010,4090,Picidae,14,16
840,2,72,34.929,-86.989,2010,3940,Picidae,4,4
840,2,72,34.929,-86.989,2010,4050,Picidae,2,2
840,2,72,34.929,-86.989,2010,4090,Picidae,11,11
840,2,71,34.796,-87.384,2010,3940,Picidae,2,3
840,2,71,34.796,-87.384,2010,4090,Picidae,4,4
840,2,141,30.282,-87.518,2010,4090,Picidae,7,7
840,2,141,30.282,-87.518,2010,3940,Picidae,1,1
840,2,141,30.282,-87.518,2010,4060,Picidae,1,1
840,2,141,30.282,-87.518,2010,4090,Picidae,4,5
840,2,156,33.291,-86.331,2010,3940,Picidae,2,2
840,2,156,33.291,-86.331,2010,4090,Picidae,7,7
840,2,156,33.291,-86.331,2010,4120,Picidae,1,1
840,2,111,33.63,-85.747,2010,3940,Picidae,1,1
840,2,111,33.63,-85.747,2010,4050,Picidae,4,5
840,2,111,33.63,-85.747,2010,4090,Picidae,9,10
840,2,140,30.248,-88.112,2010,3940,Picidae,1,2
840,2,140,30.248,-88.112,2010,4090,Picidae,4,4
840,2,142,30.37,-87.602,2010,3940,Picidae,4,4
840,2,142,30.37,-87.602,2010,4050,Picidae,1,2
840,2,142,30.37,-87.602,2010,4060,Picidae,1,2
840,2,142,30.37,-87.602,2010,4090,Picidae,7,7
840,2,142,30.37,-87.602,2010,4120,Picidae,2,2
840,2,137,31.071,-87.835,2010,3940,Picidae,2,2
840,2,137,31.071,-87.835,2010,4060,Picidae,2,3
840,2,137,31.071,-87.835,2010,4090,Picidae,9,11
840,2,137,31.071,-87.835,2010,4120,Picidae,1,2
840,2,141,30.282,-87.518,2010,3940,Picidae,2,2
840,2,141,30.282,-87.518,2010,4060,Picidae,2,2
840,2,141,30.282,-87.518,2010,4090,Picidae,9,12
840,2,141,30.282,-87.518,2010,4120,Picidae,1,1
840,2,207,33.856,-86.381,2010,3940,Picidae,1,1
840,2,207,33.856,-86.381,2010,4050,Picidae,3,3
840,2,207,33.856,-86.381,2010,4060,Picidae,2,2
840,2,207,33.856,-86.381,2010,4090,Picidae,17,18
840,2,205,33.685,-88.167,2010,3940,Picidae,3,3
840,2,205,33.685,-88.167,2010,4050,Picidae,2,2
840,2,205,33.685,-88.167,2010,4060,Picidae,3,3
840,2,205,33.685,-88.167,2010,4090,Picidae,8,8
840,2,164,32.822,-86.112,2010,3930,Picidae,1,1
840,2,164,32.822,-86.112,2010,3940,Picidae,1,1
840,2,164,32.822,-86.112,2010,4050,Picidae,4,5
840,2,164,32.822,-86.112,2010,4090,Picidae,10,11
840,2,204,34.758,-85.859,2010,3940,Picidae,4,4
840,2,204,34.758,-85.859,2010,4090,Picidae,5,5
840,2,204,34.758,-85.859,2010,4120,Picidae,1,1
840,2,162,33.941,-85.45,2010,3930,Picidae,2,2
840,2,162,33.941,-85.45,2010,3940,Picidae,2,2
840,2,162,33.941,-85.45,2010,4050,Picidae,2,3
840,2,162,33.941,-85.45,2010,4060,Picidae,5,7
840,2,162,33.941,-85.45,2010,4090,Picidae,6,12
840,2,162,33.941,-85.45,2010,4120,Picidae,6,7
840,2,209,33.184,-85.465,2010,3940,Picidae,5,5
840,2,209,33.184,-85.465,2010,4090,Picidae,4,4
840,2,211,32.486,-86.57,2010,3940,Picidae,4,5
840,2,211,32.486,-86.57,2010,4090,Picidae,9,9
840,2,213,31.137,-88.221,2010,3940,Picidae,1,1
840,2,213,31.137,-88.221,2010,4050,Picidae,1,1
840,2,213,31.137,-88.221,2010,4060,Picidae,2,2
840,2,213,31.137,-88.221,2010,4090,Picidae,16,16
840,2,208,33.318,-86.157,2010,3940,Picidae,6,6
840,2,208,33.318,-86.157,2010,4050,Picidae,1,1
840,2,208,33.318,-86.157,2010,4090,Picidae,8,9
840,2,210,32.193,-87.379,2010,3940,Picidae,3,3
840,2,210,32.193,-87.379,2010,4090,Picidae,7,7
840,2,212,32.503,-85.253,2010,3940,Picidae,1,1
840,2,212,32.503,-85.253,2010,4050,Picidae,1,1
840,2,212,32.503,-85.253,2010,4060,Picidae,2,3
840,2,212,32.503,-85.253,2010,4090,Picidae,9,9
840,2,212,32.503,-85.253,2010,4120,Picidae,2,2
840,2,751,33.592,-86.204,2010,3930,Picidae,1,1
840,2,751,33.592,-86.204,2010,3940,Picidae,8,8
840,2,751,33.592,-86.204,2010,4050,Picidae,4,4
840,2,751,33.592,-86.204,2010,4090,Picidae,16,17
840,2,754,30.688,-87.969,2010,3940,Picidae,2,2
840,2,754,30.688,-87.969,2010,4050,Picidae,5,7
840,2,754,30.688,-87.969,2010,4090,Picidae,22,36
840,2,754,30.688,-87.969,2010,4120,Picidae,4,4
840,2,750,34.476,-86.468,2010,3940,Picidae,5,5
840,2,750,34.476,-86.468,2010,4050,Picidae,1,1
840,2,750,34.476,-86.468,2010,4090,Picidae,2,2
840,2,752,32.668,-87.242,2010,3940,Picidae,5,6
840,2,752,32.668,-87.242,2010,4050,Picidae,6,6
840,2,752,32.668,-87.242,2010,4090,Picidae,12,12
840,3,1,64.553,-141.279,2010,3920,Picidae,2,2
840,3,1,64.553,-141.279,2010,4123,Picidae,1,1
840,2,215,31.905,-86.185,2010,3940,Picidae,5,5
840,2,215,31.905,-86.185,2010,4050,Picidae,1,1
840,2,215,31.905,-86.185,2010,4090,Picidae,9,9
840,2,218,30.803,-87.637,2010,4060,Picidae,2,3
840,2,218,30.803,-87.637,2010,4090,Picidae,13,16
840,2,218,30.803,-87.637,2010,4120,Picidae,1,1
840,2,216,31.73,-85.256,2010,3940,Picidae,3,3
840,2,216,31.73,-85.256,2010,4050,Picidae,1,1
840,2,216,31.73,-85.256,2010,4090,Picidae,14,15
840,3,12,63.277,-147.944,2010,4120,Picidae,5,5
840,3,10,63.013,-141.805,2010,4120,Picidae,1,1
840,3,8,63.615,-143.986,2010,4120,Picidae,1,1
840,3,13,63.379,-148.86,2010,3920,Picidae,1,1
840,3,4,64.256,-146.077,2010,3920,Picidae,1,1
840,3,5,65.563,-148.418,2010,3920,Picidae,1,1
840,3,2,65.791,-144.089,2010,4120,Picidae,4,4
840,3,25,59.336,-135.568,2010,4030,Picidae,2,2
840,3,21,58.442,-134.766,2010,4030,Picidae,10,11
840,3,41,64.546,-146.995,2010,3940,Picidae,1,1
840,3,118,60.596,-150.787,2010,3920,Picidae,3,3
840,3,118,60.596,-150.787,2010,3930,Picidae,1,1
840,3,52,61.734,-144.958,2010,3920,Picidae,2,2
840,3,52,61.734,-144.958,2010,4120,Picidae,3,3
840,3,117,61.587,-149.428,2010,3940,Picidae,1,1
840,3,122,57.017,-135.155,2010,4030,Picidae,2,2
840,3,122,57.017,-135.155,2010,4130,Picidae,2,2
840,3,180,59.035,-158.527,2010,3930,Picidae,2,2
840,3,131,57.533,-152.45,2010,3940,Picidae,1,1
840,3,212,62.232,-146.516,2010,4120,Picidae,1,2
840,3,142,65.054,-146.06,2010,4120,Picidae,1,1
840,3,221,56.74,-132.766,2010,3930,Picidae,2,2
840,3,221,56.74,-132.766,2010,4030,Picidae,10,14
840,3,221,56.74,-132.766,2010,4130,Picidae,3,3
840,3,231,57.813,-152.618,2010,3940,Picidae,1,1
840,3,319,59.646,-151.561,2010,4120,Picidae,1,1
840,3,318,60.526,-150.566,2010,3920,Picidae,1,1
840,3,224,56.46,-132.38,2010,4030,Picidae,9,9
840,3,284,64.771,-157.029,2010,3930,Picidae,1,1
840,3,284,64.771,-157.029,2010,3940,Picidae,2,3
840,3,403,66.442,-150.632,2010,4010,Picidae,1,1
840,3,401,61.4,-149.842,2010,3930,Picidae,2,2
840,3,401,61.4,-149.842,2010,3940,Picidae,2,2
840,3,401,61.4,-149.842,2010,4010,Picidae,1,1
840,3,321,59.418,-139.022,2010,3930,Picidae,2,3
840,3,321,59.418,-139.022,2010,4030,Picidae,1,1
840,3,411,57.922,-135.046,2010,4010,Picidae,1,1
840,3,411,57.922,-135.046,2010,4030,Picidae,21,33
840,3,412,56.208,-133.078,2010,3930,Picidae,1,1
840,3,412,56.208,-133.078,2010,4030,Picidae,2,3
840,3,412,56.208,-133.078,2010,4130,Picidae,1,1
840,3,421,63.583,-157.844,2010,3920,Picidae,2,2
840,3,410,63.596,-158.078,2010,3920,Picidae,2,2
840,3,429,56.35,-132.767,2010,4030,Picidae,16,19
840,3,435,57.838,-135.06,2010,3930,Picidae,1,1
840,3,435,57.838,-135.06,2010,3940,Picidae,1,1
840,3,435,57.838,-135.06,2010,4010,Picidae,1,1
840,3,435,57.838,-135.06,2010,4030,Picidae,21,25
840,3,906,56.647,-131.857,2010,3930,Picidae,1,1
840,3,906,56.647,-131.857,2010,4030,Picidae,1,1
840,3,850,60.465,-145.348,2010,3920,Picidae,1,1
840,3,907,56.708,-134.242,2010,3930,Picidae,1,2
840,3,907,56.708,-134.242,2010,4030,Picidae,9,10
840,3,902,62.442,-143.071,2010,4120,Picidae,1,1
124,4,4,49.815,-113.57,2010,4130,Picidae,1,1
124,4,10,50.481,-114.425,2010,4021,Picidae,1,1
124,4,10,50.481,-114.425,2010,4130,Picidae,2,2
124,4,15,51.831,-114.45,2010,4022,Picidae,9,9
124,4,15,51.831,-114.45,2010,4123,Picidae,3,3
124,4,13,51.778,-112.647,2010,3940,Picidae,1,1
124,4,13,51.778,-112.647,2010,4123,Picidae,2,2
124,4,19,52.201,-111.076,2010,4120,Picidae,3,3
124,4,18,52.463,-110.651,2010,4120,Picidae,2,3
124,4,22,52.028,-114.478,2010,4020,Picidae,2,2
124,4,22,52.028,-114.478,2010,4120,Picidae,2,2
124,4,24,52.259,-116.392,2010,4130,Picidae,4,4
124,4,20,52.172,-112.339,2010,4120,Picidae,3,3
124,4,26,53.497,-110.866,2010,3930,Picidae,1,1
124,4,26,53.497,-110.866,2010,4120,Picidae,7,9
124,4,27,53.716,-111.526,2010,4020,Picidae,1,1
124,4,27,53.716,-111.526,2010,4120,Picidae,1,1
124,4,29,53.687,-113.885,2010,4020,Picidae,2,2
124,4,29,53.687,-113.885,2010,4120,Picidae,2,3
124,4,30,53.164,-114.22,2010,3940,Picidae,1,1
124,4,30,53.164,-114.22,2010,4020,Picidae,2,2
124,4,30,53.164,-114.22,2010,4120,Picidae,4,4
124,4,31,53.803,-115.266,2010,4020,Picidae,3,3
124,4,31,53.803,-115.266,2010,4050,Picidae,1,1
124,4,31,53.803,-115.266,2010,4120,Picidae,1,1
124,4,28,53.338,-112.782,2010,4020,Picidae,2,3
124,4,28,53.338,-112.782,2010,4050,Picidae,1,1
124,4,28,53.338,-112.782,2010,4120,Picidae,3,4
124,4,37,54.268,-111.278,2010,3930,Picidae,1,1
124,4,37,54.268,-111.278,2010,4120,Picidae,2,2
124,4,33,53.374,-117.711,2010,4020,Picidae,1,1
124,4,33,53.374,-117.711,2010,4120,Picidae,5,5
124,4,34,53.813,-118.483,2010,4010,Picidae,1,1
124,4,34,53.813,-118.483,2010,4123,Picidae,1,1
124,4,40,54.12,-114.715,2010,3940,Picidae,6,6
124,4,40,54.12,-114.715,2010,4020,Picidae,2,2
124,4,40,54.12,-114.715,2010,4120,Picidae,2,2
124,4,44,54.75,-118.226,2010,3930,Picidae,1,1
124,4,44,54.75,-118.226,2010,3940,Picidae,3,3
124,4,44,54.75,-118.226,2010,4020,Picidae,24,49
124,4,44,54.75,-118.226,2010,4120,Picidae,7,10
124,4,42,54.133,-116.216,2010,3920,Picidae,1,1
124,4,42,54.133,-116.216,2010,4010,Picidae,1,2
124,4,42,54.133,-116.216,2010,4020,Picidae,4,4
124,4,42,54.133,-116.216,2010,4120,Picidae,4,4
124,4,49,55.486,-113.44,2010,3930,Picidae,3,3
124,4,49,55.486,-113.44,2010,4020,Picidae,1,1
124,4,43,54.766,-117.248,2010,4020,Picidae,11,13
124,4,63,56.276,-117.821,2010,3930,Picidae,3,3
124,4,63,56.276,-117.821,2010,4020,Picidae,10,10
124,4,63,56.276,-117.821,2010,4120,Picidae,2,3
124,4,79,59.862,-111.615,2010,3920,Picidae,10,10
124,4,79,59.862,-111.615,2010,4020,Picidae,2,2
124,4,79,59.862,-111.615,2010,4120,Picidae,1,1
124,4,62,56.363,-117.003,2010,3930,Picidae,2,3
124,4,77,59.989,-111.838,2010,3920,Picidae,12,13
124,4,77,59.989,-111.838,2010,4050,Picidae,1,1
124,4,77,59.989,-111.838,2010,4120,Picidae,3,3
124,4,55,55.142,-119.218,2010,3930,Picidae,1,1
124,4,55,55.142,-119.218,2010,4020,Picidae,1,1
124,4,55,55.142,-119.218,2010,4120,Picidae,3,4
124,4,105,49.02,-114.045,2010,4130,Picidae,1,1
124,4,108,50.303,-112.02,2010,4123,Picidae,1,1
124,4,50,55.499,-114.914,2010,3930,Picidae,1,1
124,4,50,55.499,-114.914,2010,4010,Picidae,1,1
124,4,50,55.499,-114.914,2010,4020,Picidae,17,19
124,4,50,55.499,-114.914,2010,4050,Picidae,2,2
124,4,50,55.499,-114.914,2010,4120,Picidae,3,4
124,4,120,52.638,-111.996,2010,4120,Picidae,3,3
124,4,115,51.548,-114.213,2010,4123,Picidae,2,2
124,4,114,51.561,-113.896,2010,4120,Picidae,1,1
124,4,116,51.662,-115.407,2010,3920,Picidae,1,1
124,4,116,51.662,-115.407,2010,4010,Picidae,1,2
124,4,116,51.662,-115.407,2010,4020,Picidae,5,5
124,4,116,51.662,-115.407,2010,4123,Picidae,4,4
124,4,112,51.576,-111.201,2010,4120,Picidae,3,3
124,4,129,53.12,-113.123,2010,4120,Picidae,1,1
124,4,128,53.105,-112.148,2010,4120,Picidae,1,1
124,4,127,53.103,-111.76,2010,3930,Picidae,1,1
124,4,127,53.103,-111.76,2010,4020,Picidae,2,2
124,4,127,53.103,-111.76,2010,4120,Picidae,2,3
124,4,125,52.488,-117.518,2010,4123,Picidae,2,2
124,4,121,52.611,-113.987,2010,4020,Picidae,5,6
124,4,121,52.611,-113.987,2010,4120,Picidae,1,1
124,4,153,55.083,-117.357,2010,4020,Picidae,6,6
124,4,153,55.083,-117.357,2010,4050,Picidae,1,1
124,4,153,55.083,-117.357,2010,4120,Picidae,4,4
124,4,141,54.742,-115.783,2010,4123,Picidae,1,1
124,4,136,54.181,-110.305,2010,4020,Picidae,2,2
124,4,136,54.181,-110.305,2010,4120,Picidae,4,4
124,4,143,54.363,-117.037,2010,3920,Picidae,2,2
124,4,143,54.363,-117.037,2010,4020,Picidae,7,8
124,4,143,54.363,-117.037,2010,4120,Picidae,1,1
124,4,139,54.051,-113.916,2010,4120,Picidae,13,13
124,4,131,53.774,-115.612,2010,3930,Picidae,1,1
124,4,131,53.774,-115.612,2010,4020,Picidae,6,7
124,4,131,53.774,-115.612,2010,4050,Picidae,1,1
124,4,138,54.434,-112.829,2010,4020,Picidae,1,1
124,4,138,54.434,-112.829,2010,4050,Picidae,2,2
124,4,138,54.434,-112.829,2010,4120,Picidae,1,1
124,4,204,49.262,-113.657,2010,4123,Picidae,2,2
124,4,205,49.636,-114.49,2010,4130,Picidae,1,1
124,4,210,50.514,-114.247,2010,3940,Picidae,1,1
124,4,215,51.21,-114.763,2010,4130,Picidae,4,4
124,4,220,52.522,-112.86,2010,3920,Picidae,2,2
124,4,220,52.522,-112.86,2010,4120,Picidae,1,1
124,4,214,51.415,-113.732,2010,4130,Picidae,1,1
124,4,221,52.551,-113.94,2010,3930,Picidae,2,2
124,4,221,52.551,-113.94,2010,4123,Picidae,1,1
124,4,227,53.776,-111.243,2010,4020,Picidae,2,2
124,4,227,53.776,-111.243,2010,4120,Picidae,3,3
124,4,229,53.338,-113.853,2010,3930,Picidae,2,2
124,4,229,53.338,-113.853,2010,3940,Picidae,1,1
124,4,229,53.338,-113.853,2010,4020,Picidae,2,3
124,4,229,53.338,-113.853,2010,4120,Picidae,5,5
124,4,239,54.036,-113.321,2010,3930,Picidae,1,1
124,4,239,54.036,-113.321,2010,4020,Picidae,3,3
124,4,239,54.036,-113.321,2010,4120,Picidae,1,1
124,4,251,54.999,-115.26,2010,4020,Picidae,8,8
124,4,251,54.999,-115.26,2010,4120,Picidae,4,4
124,4,230,53.483,-114.788,2010,3940,Picidae,1,1
124,4,230,53.483,-114.788,2010,4020,Picidae,2,2
124,4,230,53.483,-114.788,2010,4120,Picidae,3,3
124,4,315,51.329,-114.26,2010,4021,Picidae,1,1
124,4,315,51.329,-114.26,2010,4120,Picidae,2,2
124,4,330,53.628,-114.399,2010,3930,Picidae,2,2
124,4,330,53.628,-114.399,2010,3940,Picidae,5,5
124,4,330,53.628,-114.399,2010,4020,Picidae,3,3
124,4,330,53.628,-114.399,2010,4050,Picidae,3,3
124,4,322,52.406,-114.41,2010,3940,Picidae,1,2
124,4,322,52.406,-114.41,2010,4020,Picidae,6,7
124,4,322,52.406,-114.41,2010,4130,Picidae,1,1
124,4,329,53.134,-113.196,2010,3930,Picidae,1,1
124,4,329,53.134,-113.196,2010,4120,Picidae,3,3
124,4,404,49.876,-114.079,2010,4021,Picidae,2,2
124,4,404,49.876,-114.079,2010,4120,Picidae,3,3
124,4,326,53.991,-110.946,2010,4120,Picidae,3,3
124,4,331,53.614,-115.451,2010,3930,Picidae,1,1
124,4,331,53.614,-115.451,2010,3940,Picidae,1,1
124,4,331,53.614,-115.451,2010,4020,Picidae,3,3
124,4,331,53.614,-115.451,2010,4050,Picidae,1,1
124,4,331,53.614,-115.451,2010,4120,Picidae,1,1
124,4,338,54.673,-112.375,2010,3940,Picidae,2,2
124,4,408,50.921,-112.174,2010,3940,Picidae,1,1
124,4,438,54.918,-112.018,2010,3930,Picidae,2,2
124,4,438,54.918,-112.018,2010,4020,Picidae,5,5
124,4,438,54.918,-112.018,2010,4120,Picidae,3,4
124,4,421,52.201,-113.219,2010,3930,Picidae,1,2
124,4,421,52.201,-113.219,2010,4020,Picidae,1,1
124,4,421,52.201,-113.219,2010,4120,Picidae,2,2
