countrynum,statenum,statename,Route,routename,latitude,longitude,Year,Aou,family,SpeciesTotal
840,2,ALABAMA,55,ELAMVILLE,31.6676037,-85.6508719,2010,3390,Accipitridae,2
840,2,ALABAMA,60,HOLT,33.2638251,-87.4241383,2010,3370,Accipitridae,1
840,2,ALABAMA,60,HOLT,33.2638251,-87.4241383,2010,3390,Accipitridae,2
840,2,ALABAMA,60,HOLT,33.2638251,-87.4241383,2010,3430,Accipitridae,1
840,2,ALABAMA,61,ODENVILLE,33.718519,-86.4457647,2010,3370,Accipitridae,2
840,2,ALABAMA,61,ODENVILLE,33.718519,-86.4457647,2010,3390,Accipitridae,1
840,2,ALABAMA,65,CALEBEE,32.4341515,-85.8711729,2010,3390,Accipitridae,3
840,2,ALABAMA,67,MT. GILEAD,31.4086552,-86.270046,2010,3390,Accipitridae,3
840,2,ALABAMA,67,MT. GILEAD,31.4086552,-86.270046,2010,3430,Accipitridae,1
840,2,ALABAMA,71,WHEELER DAM,34.7961251,-87.3837235,2010,3320,Accipitridae,1
840,2,ALABAMA,71,WHEELER DAM,34.7961251,-87.3837235,2010,3370,Accipitridae,1
840,2,ALABAMA,72,ELKMONT,34.9292307,-86.9887629,2010,3390,Accipitridae,1
840,2,ALABAMA,105,BROOKSVILLE,34.2126918,-86.4734413,2010,3330,Accipitridae,3
840,2,ALABAMA,105,BROOKSVILLE,34.2126918,-86.4734413,2010,3370,Accipitridae,4
840,2,ALABAMA,105,BROOKSVILLE,34.2126918,-86.4734413,2010,3390,Accipitridae,3
840,2,ALABAMA,109,LAKEVIEW,34.3086241,-85.9323092,2010,3370,Accipitridae,1
840,2,ALABAMA,111,CHOCCOLOCCO,33.6296357,-85.7466579,2010,3370,Accipitridae,1
840,2,ALABAMA,111,CHOCCOLOCCO,33.6296357,-85.7466579,2010,3390,Accipitridae,2
840,2,ALABAMA,137,LATHAM 2,31.0706664,-87.8350582,2010,3390,Accipitridae,1
840,2,ALABAMA,140,DAUPHIN IS 2,30.248466,-88.1123348,2010,3290,Accipitridae,1
840,2,ALABAMA,140,DAUPHIN IS 2,30.248466,-88.1123348,2010,3430,Accipitridae,1
840,2,ALABAMA,141,ALABAMA PT 2,30.2816323,-87.5183917,2010,3290,Accipitridae,1
840,2,ALABAMA,141,ALABAMA PT 2,30.2816323,-87.5183917,2010,3290,Accipitridae,1
840,2,ALABAMA,141,ALABAMA PT 2,30.2816323,-87.5183917,2010,3370,Accipitridae,1
840,2,ALABAMA,141,ALABAMA PT 2,30.2816323,-87.5183917,2010,3290,Accipitridae,1
840,2,ALABAMA,142,ELBERTA,30.370222,-87.6024375,2010,3390,Accipitridae,1
840,2,ALABAMA,156,KYMULGA,33.2905307,-86.3312989,2010,3370,Accipitridae,4
840,2,ALABAMA,156,KYMULGA,33.2905307,-86.3312989,2010,3390,Accipitridae,4
840,2,ALABAMA,162,Borden Springs 2,33.9413322,-85.450491,2010,3330,Accipitridae,1
840,2,ALABAMA,162,Borden Springs 2,33.9413322,-85.450491,2010,3370,Accipitridae,1
840,2,ALABAMA,162,Borden Springs 2,33.9413322,-85.450491,2010,3390,Accipitridae,1
840,2,ALABAMA,164,NIXBURG 2,32.822371,-86.1117753,2010,3330,Accipitridae,2
840,2,ALABAMA,164,NIXBURG 2,32.822371,-86.1117753,2010,3370,Accipitridae,1
840,2,ALABAMA,204,STEVENSON,34.7575557,-85.8594579,2010,3330,Accipitridae,1
840,2,ALABAMA,204,STEVENSON,34.7575557,-85.8594579,2010,3390,Accipitridae,1
840,2,ALABAMA,207,ONEONTA,33.8564625,-86.3813006,2010,3370,Accipitridae,1
840,2,ALABAMA,207,ONEONTA,33.8564625,-86.3813006,2010,3390,Accipitridae,6
840,2,ALABAMA,211,AUTAUGAVILLE,32.4860839,-86.5697685,2010,3390,Accipitridae,2
840,2,ALABAMA,212,SEALE,32.5033347,-85.2532189,2010,3370,Accipitridae,1
840,2,ALABAMA,212,SEALE,32.5033347,-85.2532189,2010,3390,Accipitridae,1
840,2,ALABAMA,213,CITRONELLE,31.1365731,-88.2207774,2010,3290,Accipitridae,1
840,2,ALABAMA,213,CITRONELLE,31.1365731,-88.2207774,2010,3390,Accipitridae,1
840,2,ALABAMA,215,HELICON,31.9052647,-86.1853409,2010,3290,Accipitridae,2
840,2,ALABAMA,215,HELICON,31.9052647,-86.1853409,2010,3370,Accipitridae,1
840,2,ALABAMA,215,HELICON,31.9052647,-86.1853409,2010,3390,Accipitridae,1
840,2,ALABAMA,216,EUFAULA,31.7296264,-85.2558091,2010,3330,Accipitridae,1
840,2,ALABAMA,216,EUFAULA,31.7296264,-85.2558091,2010,3390,Accipitridae,1
840,2,ALABAMA,750,TRIANA,34.4761164,-86.4676524,2010,3390,Accipitridae,1
840,2,ALABAMA,750,TRIANA,34.4761164,-86.4676524,2010,3520,Accipitridae,1
840,2,ALABAMA,751,RIVERSIDE,33.5919601,-86.2041575,2010,3390,Accipitridae,8
840,2,ALABAMA,751,RIVERSIDE,33.5919601,-86.2041575,2010,3520,Accipitridae,1
840,2,ALABAMA,752,SPROTT-CAHABA RIV,32.6683647,-87.2422029,2010,3290,Accipitridae,1
840,2,ALABAMA,752,SPROTT-CAHABA RIV,32.6683647,-87.2422029,2010,3390,Accipitridae,4
840,2,ALABAMA,752,SPROTT-CAHABA RIV,32.6683647,-87.2422029,2010,3520,Accipitridae,7
840,2,ALABAMA,754,Chacaloochee Bay,30.688444,-87.969378,2010,3270,Accipitridae,2
840,2,ALABAMA,754,Chacaloochee Bay,30.688444,-87.969378,2010,3390,Accipitridae,6
840,3,ALASKA,2,CIRCLE,65.7907167,-144.0890949,2010,3380,Accipitridae,1
840,3,ALASKA,5,LIVENGOOD,65.5631957,-148.417832,2010,3380,Accipitridae,1
840,3,ALASKA,10,NORTHWAY,63.0127307,-141.8052529,2010,3370,Accipitridae,1
840,3,ALASKA,12,MONAHAN,63.2771884,-147.944427,2010,3520,Accipitridae,1
840,3,ALASKA,15,TOKLAT,63.5152626,-150.0484937,2010,3310,Accipitridae,1
840,3,ALASKA,21,JUNEAU,58.4423687,-134.7660128,2010,3520,Accipitridae,26
840,3,ALASKA,25,HAINES,59.3363717,-135.5684509,2010,3520,Accipitridae,19
840,3,ALASKA,50,CORDOVA,60.4971524,-145.870208,2010,3520,Accipitridae,11
840,3,ALASKA,115,SAVAGE,63.7379551,-149.2910681,2010,3490,Accipitridae,8
840,3,ALASKA,119,ANCHOR RIVER,59.7967661,-151.7956533,2010,3520,Accipitridae,2
840,3,ALASKA,122,SITKA,57.0173668,-135.1551062,2010,3520,Accipitridae,22
840,3,ALASKA,125,YAKUTAT,59.4439512,-139.5646039,2010,3520,Accipitridae,16
840,3,ALASKA,131,CHINIAK,57.5333333,-152.45,2010,3520,Accipitridae,14
840,3,ALASKA,142,CHENA HOT SPRING 2,65.0544087,-146.0599662,2010,3520,Accipitridae,2
840,3,ALASKA,192,KING SALMON,58.6704647,-156.4585984,2010,3520,Accipitridae,3
840,3,ALASKA,221,MITKOF ISLE,56.7395445,-132.7658694,2010,3520,Accipitridae,1
840,3,ALASKA,224,ZIMOVIA STRT,56.4698397,-132.3749999,2010,3520,Accipitridae,21
840,3,ALASKA,231,Kodiak 2,57.8128265,-152.6177,2010,3520,Accipitridae,4
840,3,ALASKA,318,SEVEN LAKES,60.5259627,-150.5656383,2010,3340,Accipitridae,1
840,3,ALASKA,319,KACHEMAK,59.6464107,-151.560698,2010,3520,Accipitridae,3
840,3,ALASKA,401,BURMA ROAD,61.4001417,-149.842437,2010,3370,Accipitridae,2
840,3,ALASKA,404,COLDFOOT,67.0166107,-150.29011,2010,3380,Accipitridae,1
840,3,ALASKA,405,COUNCIL,64.5451414,-164.4368625,2010,3470,Accipitridae,2
840,3,ALASKA,410,HATHER CREEK,63.5963002,-158.0780083,2010,3310,Accipitridae,2
840,3,ALASKA,410,HATHER CREEK,63.5963002,-158.0780083,2010,3370,Accipitridae,4
840,3,ALASKA,410,HATHER CREEK,63.5963002,-158.0780083,2010,3470,Accipitridae,1
840,3,ALASKA,412,WHALE PASS,56.2075277,-133.0775149,2010,3520,Accipitridae,2
840,3,ALASKA,421,MUD RIVER,63.583047,-157.8441809,2010,3370,Accipitridae,3
840,3,ALASKA,421,MUD RIVER,63.583047,-157.8441809,2010,3520,Accipitridae,1
840,3,ALASKA,422,NOME,64.7776327,-165.9993285,2010,3470,Accipitridae,2
840,3,ALASKA,424,SALMON LAKE,64.61589,-165.3015102,2010,3490,Accipitridae,1
840,3,ALASKA,425,SKAGWAY,59.5294227,-135.3507079,2010,3520,Accipitridae,3
840,3,ALASKA,427,TELLER,64.8314753,-166.0880717,2010,3470,Accipitridae,2
840,3,ALASKA,429,ZAREMBO,56.3501108,-132.7665559,2010,3520,Accipitridae,1
840,3,ALASKA,433,ANVIK RIVER,62.9209173,-160.6919837,2010,3520,Accipitridae,1
840,3,ALASKA,435,CHICHAGOF IS,57.8376397,-135.0598309,2010,3370,Accipitridae,1
840,3,ALASKA,850,COPPER RIVER,60.4652137,-145.3482303,2010,3520,Accipitridae,7
840,3,ALASKA,906,STIKINE RIVER,56.6468465,-131.8566825,2010,3520,Accipitridae,3
124,4,Alberta,2,BOW ISLAND,49.87324,-111.4102,2010,3310,Accipitridae,1
124,4,Alberta,2,BOW ISLAND,49.87324,-111.4102,2010,3420,Accipitridae,3
124,4,Alberta,3,MILK RIVER,49.08995,-112.39699,2010,3420,Accipitridae,4
124,4,Alberta,3,MILK RIVER,49.08995,-112.39699,2010,3480,Accipitridae,2
124,4,Alberta,4,FORT MACLEOD,49.81509,-113.56982,2010,3420,Accipitridae,11
124,4,Alberta,4,FORT MACLEOD,49.81509,-113.56982,2010,3480,Accipitridae,5
124,4,Alberta,6,BINDLOSS,50.74668,-110.25869,2010,3310,Accipitridae,1
124,4,Alberta,6,BINDLOSS,50.74668,-110.25869,2010,3420,Accipitridae,1
124,4,Alberta,7,BROOKS,50.56388,-111.84916,2010,3420,Accipitridae,5
124,4,Alberta,7,BROOKS,50.56388,-111.84916,2010,3480,Accipitridae,2
124,4,Alberta,9,BUFFALO HILL,50.60147,-113.02852,2010,3310,Accipitridae,3
124,4,Alberta,9,BUFFALO HILL,50.60147,-113.02852,2010,3370,Accipitridae,5
124,4,Alberta,9,BUFFALO HILL,50.60147,-113.02852,2010,3420,Accipitridae,1
124,4,Alberta,13,ROWLEY,51.77818,-112.64694,2010,3370,Accipitridae,2
124,4,Alberta,14,KEOMA,51.21261,-113.77234,2010,3420,Accipitridae,1
124,4,Alberta,15,EAGLE HILL,51.83143,-114.45039,2010,3370,Accipitridae,3
124,4,Alberta,17,BOW PASS,51.46021,-116.22023,2010,3370,Accipitridae,1
124,4,Alberta,18,CZAR,52.46309,-110.65127,2010,3310,Accipitridae,1
124,4,Alberta,18,CZAR,52.46309,-110.65127,2010,3370,Accipitridae,5
124,4,Alberta,18,CZAR,52.46309,-110.65127,2010,3420,Accipitridae,1
124,4,Alberta,18,CZAR,52.46309,-110.65127,2010,3480,Accipitridae,1
124,4,Alberta,19,TALBOT,52.20111,-111.07638,2010,3340,Accipitridae,1
124,4,Alberta,19,TALBOT,52.20111,-111.07638,2010,3370,Accipitridae,5
124,4,Alberta,19,TALBOT,52.20111,-111.07638,2010,3420,Accipitridae,3
124,4,Alberta,20,HALKIRK,52.17208,-112.33861,2010,3310,Accipitridae,1
124,4,Alberta,20,HALKIRK,52.17208,-112.33861,2010,3370,Accipitridae,9
124,4,Alberta,20,HALKIRK,52.17208,-112.33861,2010,3420,Accipitridae,1
124,4,Alberta,22,RAVEN,52.02799,-114.47782,2010,3370,Accipitridae,4
124,4,Alberta,26,DERWENT,53.49666,-110.86644,2010,3310,Accipitridae,1
124,4,Alberta,26,DERWENT,53.49666,-110.86644,2010,3370,Accipitridae,5
124,4,Alberta,26,DERWENT,53.49666,-110.86644,2010,3520,Accipitridae,1
124,4,Alberta,27,TWO HILLS,53.71555,-111.52556,2010,3310,Accipitridae,1
124,4,Alberta,27,TWO HILLS,53.71555,-111.52556,2010,3370,Accipitridae,10
124,4,Alberta,28,LINDBROOK,53.33769,-112.78208,2010,3370,Accipitridae,4
124,4,Alberta,29,CALAHOO,53.68701,-113.88548,2010,3370,Accipitridae,3
124,4,Alberta,30,WARBURG,53.16381,-114.22008,2010,3320,Accipitridae,1
124,4,Alberta,30,WARBURG,53.16381,-114.22008,2010,3370,Accipitridae,2
124,4,Alberta,31,RONAN,53.80272,-115.26551,2010,3370,Accipitridae,3
124,4,Alberta,33,ENTRANCE,53.3741,-117.71063,2010,3320,Accipitridae,2
124,4,Alberta,37,THERIEN,54.26763,-111.2782,2010,3420,Accipitridae,1
124,4,Alberta,37,THERIEN,54.26763,-111.2782,2010,3451,Accipitridae,2
124,4,Alberta,44,ECONOMY CRK,54.75011,-118.22621,2010,3370,Accipitridae,2
124,4,Alberta,55,WEMBLEY,55.1415,-119.21774,2010,3310,Accipitridae,1
124,4,Alberta,55,WEMBLEY,55.1415,-119.21774,2010,3370,Accipitridae,5
124,4,Alberta,63,CARDINAL LK,56.27611,-117.82119,2010,3370,Accipitridae,1
124,4,Alberta,105,WATERTON PRK,49.0201,-114.04528,2010,3370,Accipitridae,1
124,4,Alberta,106,SCHULER,50.00432,-110.07319,2010,3310,Accipitridae,1
124,4,Alberta,106,SCHULER,50.00432,-110.07319,2010,3420,Accipitridae,4
124,4,Alberta,106,SCHULER,50.00432,-110.07319,2010,3480,Accipitridae,4
124,4,Alberta,108,RANIER,50.30279,-112.02041,2010,3420,Accipitridae,3
124,4,Alberta,109,MAZEPPA,50.42635,-113.82728,2010,3370,Accipitridae,1
124,4,Alberta,109,MAZEPPA,50.42635,-113.82728,2010,3420,Accipitridae,3
124,4,Alberta,109,MAZEPPA,50.42635,-113.82728,2010,3451,Accipitridae,1
124,4,Alberta,109,MAZEPPA,50.42635,-113.82728,2010,3480,Accipitridae,1
124,4,Alberta,110,OKOTOKS,50.54263,-114.09345,2010,3370,Accipitridae,2
124,4,Alberta,110,OKOTOKS,50.54263,-114.09345,2010,3420,Accipitridae,8
124,4,Alberta,112,HEMARUKA,51.57551,-111.20079,2010,3310,Accipitridae,2
124,4,Alberta,112,HEMARUKA,51.57551,-111.20079,2010,3370,Accipitridae,4
124,4,Alberta,112,HEMARUKA,51.57551,-111.20079,2010,3420,Accipitridae,2
124,4,Alberta,112,HEMARUKA,51.57551,-111.20079,2010,3480,Accipitridae,1
124,4,Alberta,114,SHEEP COULEE,51.56148,-113.89621,2010,3310,Accipitridae,1
124,4,Alberta,114,SHEEP COULEE,51.56148,-113.89621,2010,3370,Accipitridae,5
124,4,Alberta,114,SHEEP COULEE,51.56148,-113.89621,2010,3420,Accipitridae,6
124,4,Alberta,115,DIDSBURY,51.54794,-114.21268,2010,3370,Accipitridae,6
124,4,Alberta,115,DIDSBURY,51.54794,-114.21268,2010,3420,Accipitridae,1
124,4,Alberta,116,WIGWAM CREEK,51.66166,-115.40694,2010,3370,Accipitridae,3
124,4,Alberta,120,HEISLER,52.63801,-111.99628,2010,3310,Accipitridae,1
124,4,Alberta,120,HEISLER,52.63801,-111.99628,2010,3370,Accipitridae,6
124,4,Alberta,121,BATTLE RIVER,52.61069,-113.98702,2010,3370,Accipitridae,10
124,4,Alberta,125,SUNWAPTA FLS,52.48771,-117.51832,2010,3330,Accipitridae,1
124,4,Alberta,127,VIKING,53.10329,-111.76012,2010,3310,Accipitridae,2
124,4,Alberta,127,VIKING,53.10329,-111.76012,2010,3370,Accipitridae,10
124,4,Alberta,127,VIKING,53.10329,-111.76012,2010,3420,Accipitridae,2
124,4,Alberta,128,BRUCE,53.10505,-112.14825,2010,3310,Accipitridae,2
124,4,Alberta,128,BRUCE,53.10505,-112.14825,2010,3370,Accipitridae,7
124,4,Alberta,129,HAY LAKES,53.11978,-113.1229,2010,3370,Accipitridae,7
124,4,Alberta,136,BEAVERDAM,54.18052,-110.30494,2010,3370,Accipitridae,2
124,4,Alberta,138,LONG LAKE,54.43414,-112.8288,2010,3370,Accipitridae,4
124,4,Alberta,139,PICKARDVILLE,54.05083,-113.91555,2010,3310,Accipitridae,1
124,4,Alberta,139,PICKARDVILLE,54.05083,-113.91555,2010,3370,Accipitridae,5
124,4,Alberta,141,FREEMAN LAKE,54.74231,-115.78253,2010,3370,Accipitridae,2
124,4,Alberta,143,FOX CREEK,54.36335,-117.03659,2010,3520,Accipitridae,2
124,4,Alberta,153,VALLEYVIEW,55.08341,-117.357,2010,3320,Accipitridae,1
124,4,Alberta,153,VALLEYVIEW,55.08341,-117.357,2010,3370,Accipitridae,1
124,4,Alberta,196,SMITH DORRIEN,50.6917,-115.13917,2010,3330,Accipitridae,1
124,4,Alberta,196,SMITH DORRIEN,50.6917,-115.13917,2010,3340,Accipitridae,1
124,4,Alberta,204,TWIN BUTTE,49.26174,-113.65683,2010,3370,Accipitridae,7
124,4,Alberta,204,TWIN BUTTE,49.26174,-113.65683,2010,3420,Accipitridae,5
124,4,Alberta,204,TWIN BUTTE,49.26174,-113.65683,2010,3490,Accipitridae,1
124,4,Alberta,205,COLEMAN,49.63589,-114.48967,2010,3370,Accipitridae,3
124,4,Alberta,208,ENCHANT,50.16448,-112.31428,2010,3420,Accipitridae,1
124,4,Alberta,209,ENSIGN,50.48464,-113.39021,2010,3310,Accipitridae,1
124,4,Alberta,209,ENSIGN,50.48464,-113.39021,2010,3420,Accipitridae,4
124,4,Alberta,210,LONGVIEW,50.51364,-114.2469,2010,3370,Accipitridae,14
124,4,Alberta,210,LONGVIEW,50.51364,-114.2469,2010,3420,Accipitridae,9
124,4,Alberta,210,LONGVIEW,50.51364,-114.2469,2010,3480,Accipitridae,1
124,4,Alberta,212,SPONDIN,51.76553,-111.51697,2010,3310,Accipitridae,2
124,4,Alberta,212,SPONDIN,51.76553,-111.51697,2010,3370,Accipitridae,2
124,4,Alberta,212,SPONDIN,51.76553,-111.51697,2010,3420,Accipitridae,4
124,4,Alberta,213,CRAWLING VAL,51.18333,-112.33055,2010,3420,Accipitridae,1
124,4,Alberta,214,KATHYRN,51.4154,-113.7321,2010,3310,Accipitridae,3
124,4,Alberta,214,KATHYRN,51.4154,-113.7321,2010,3370,Accipitridae,8
124,4,Alberta,214,KATHYRN,51.4154,-113.7321,2010,3420,Accipitridae,7
124,4,Alberta,215,GHOST LAKE,51.21046,-114.7631,2010,3370,Accipitridae,5
124,4,Alberta,215,GHOST LAKE,51.21046,-114.7631,2010,3420,Accipitridae,1
124,4,Alberta,220,BASHAW,52.52175,-112.85969,2010,3370,Accipitridae,14
124,4,Alberta,221,LACOMBE,52.55125,-113.93962,2010,3370,Accipitridae,5
124,4,Alberta,225,MOUNTAIN PRK,52.98463,-117.34166,2010,3310,Accipitridae,1
124,4,Alberta,225,MOUNTAIN PRK,52.98463,-117.34166,2010,3370,Accipitridae,1
124,4,Alberta,227,LAKE ELIZA,53.77624,-111.24257,2010,3370,Accipitridae,5
124,4,Alberta,229,CALMAR,53.3377,-113.85339,2010,3310,Accipitridae,1
124,4,Alberta,229,CALMAR,53.3377,-113.85339,2010,3370,Accipitridae,6
124,4,Alberta,229,CALMAR,53.3377,-113.85339,2010,3420,Accipitridae,3
124,4,Alberta,239,EGREMONT,54.03624,-113.32135,2010,3370,Accipitridae,1
124,4,Alberta,302,LEGEND,49.75642,-111.51741,2010,3310,Accipitridae,3
124,4,Alberta,302,LEGEND,49.75642,-111.51741,2010,3370,Accipitridae,2
124,4,Alberta,302,LEGEND,49.75642,-111.51741,2010,3420,Accipitridae,4
124,4,Alberta,302,LEGEND,49.75642,-111.51741,2010,3480,Accipitridae,1
124,4,Alberta,304,SUMMERVIEW,49.74948,-113.78431,2010,3310,Accipitridae,3
124,4,Alberta,304,SUMMERVIEW,49.74948,-113.78431,2010,3370,Accipitridae,8
124,4,Alberta,304,SUMMERVIEW,49.74948,-113.78431,2010,3420,Accipitridae,4
124,4,Alberta,304,SUMMERVIEW,49.74948,-113.78431,2010,3480,Accipitridae,5
124,4,Alberta,304,SUMMERVIEW,49.74948,-113.78431,2010,3490,Accipitridae,2
124,4,Alberta,306,Roseglen,50.55749,-110.32547,2010,3370,Accipitridae,1
124,4,Alberta,306,Roseglen,50.55749,-110.32547,2010,3420,Accipitridae,4
124,4,Alberta,308,MAJORVILLE,50.60144,-112.99408,2010,3370,Accipitridae,2
124,4,Alberta,308,MAJORVILLE,50.60144,-112.99408,2010,3420,Accipitridae,4
124,4,Alberta,308,MAJORVILLE,50.60144,-112.99408,2010,3480,Accipitridae,1
124,4,Alberta,309,CLEAR LAKE,50.01932,-113.39054,2010,3310,Accipitridae,1
124,4,Alberta,309,CLEAR LAKE,50.01932,-113.39054,2010,3370,Accipitridae,4
124,4,Alberta,309,CLEAR LAKE,50.01932,-113.39054,2010,3420,Accipitridae,7
124,4,Alberta,311,CHINOOK,51.44452,-110.91913,2010,3310,Accipitridae,1
124,4,Alberta,311,CHINOOK,51.44452,-110.91913,2010,3370,Accipitridae,1
124,4,Alberta,311,CHINOOK,51.44452,-110.91913,2010,3420,Accipitridae,3
124,4,Alberta,312,OAKLAND LAKE,51.41613,-111.47615,2010,3310,Accipitridae,4
124,4,Alberta,312,OAKLAND LAKE,51.41613,-111.47615,2010,3370,Accipitridae,2
124,4,Alberta,312,OAKLAND LAKE,51.41613,-111.47615,2010,3420,Accipitridae,1
124,4,Alberta,312,OAKLAND LAKE,51.41613,-111.47615,2010,3480,Accipitridae,4
124,4,Alberta,313,DOROTHY,51.32885,-112.04431,2010,3310,Accipitridae,1
124,4,Alberta,313,DOROTHY,51.32885,-112.04431,2010,3420,Accipitridae,4
124,4,Alberta,313,DOROTHY,51.32885,-112.04431,2010,3480,Accipitridae,1
124,4,Alberta,315,LOCHEND LAKE,51.32922,-114.25969,2010,3370,Accipitridae,6
124,4,Alberta,315,LOCHEND LAKE,51.32922,-114.25969,2010,3420,Accipitridae,3
124,4,Alberta,322,HESPERO,52.40635,-114.40958,2010,3370,Accipitridae,4
124,4,Alberta,326,ELK POINT,53.99143,-110.94575,2010,3310,Accipitridae,1
124,4,Alberta,326,ELK POINT,53.99143,-110.94575,2010,3370,Accipitridae,4
124,4,Alberta,329,CLOVER LAWN,53.1343,-113.19621,2010,3370,Accipitridae,2
124,4,Alberta,330,ISLE LAKE,53.62844,-114.3987,2010,3370,Accipitridae,5
124,4,Alberta,331,CHIP LAKE,53.61388,-115.45111,2010,3370,Accipitridae,2
124,4,Alberta,338,NORAL,54.67334,-112.37493,2010,3370,Accipitridae,1
124,4,Alberta,404,TROUT CREEK,49.875772,-114.079114,2010,3370,Accipitridae,1
124,4,Alberta,408,ROSEMARY,50.92147,-112.17449,2010,3310,Accipitridae,1
124,4,Alberta,408,ROSEMARY,50.92147,-112.17449,2010,3370,Accipitridae,4
124,4,Alberta,408,ROSEMARY,50.92147,-112.17449,2010,3420,Accipitridae,8
124,4,Alberta,408,ROSEMARY,50.92147,-112.17449,2010,3480,Accipitridae,5
