countrynum,statenum,route,routename,active,latitude,longitude,stratum,bcr,landtypeid,routetypeid,routetypedetailid
840,14,423,PINE MOUNTAIN,1,36.011,-118.121,66,15,0,1,1
840,14,424,KERNVILLE,1,35.795,-118.449,92,15,0,1,1
840,14,425,SOUTH LAKE,1,35.692,-118.291,92,32,0,1,1
840,14,426,CRESTVIEW,1,37.777,-119.017,88,15,0,1,1
840,14,427,ALAMAR,1,34.707,-119.618,90,32,0,1,1
840,14,428,BIG FLAT,1,41.705,-123.898,93,5,0,1,1
840,14,429,CECILVILLE,1,41.082,-123.082,66,5,0,1,1
840,14,430,MEDICINE MTN.,1,41.534,-121.584,85,9,0,1,1
840,14,431,HAY FORK,1,40.490,-123.073,93,5,0,1,1
840,14,432,HOUGH SPRINGS,0,39.163,-122.613,92,32,0,1,1
840,14,433,CHILCOOT,1,39.798,-120.139,85,15,0,1,1
840,14,434,STRAWBERRY,1,38.170,-120.038,66,15,0,1,1
840,14,435,FRIDAY RIDGE,1,40.888,-123.605,93,5,0,1,1
840,14,436,LAST CHANCE,1,40.154,-120.545,66,15,0,1,1
840,14,437,Stonyford,1,39.383,-122.552,92,32,0,1,1
840,14,503,Tracy 2,1,37.665,-121.733,91,32,0,1,1
840,14,518,FOREST HILL 2,0,39.070,-120.568,66,15,0,1,1
840,14,536,SQUAW VALLEY,0,40.154,-120.546,66,15,0,1,1
840,14,900,IRON GATE,1,41.902,-122.563,85,9,0,1,3
840,14,901,GAZELLE,1,41.521,-122.520,85,5,0,1,3
840,14,902,SHIP MTN.,1,41.882,-123.819,93,5,0,1,3
840,14,903,PILOT CREEK,0,40.623,-123.640,93,5,0,1,3
840,14,905,FRIDAY RIDGE,0,40.702,-123.702,93,5,0,1,3
840,14,907,CHOLLA GARD.,1,33.925,-115.927,82,33,0,1,3
840,14,908,REDWOOD N.P.,0,41.262,-124.097,93,5,0,1,3
840,14,909,SAN BENITO MTN.,0,36.358,-120.779,92,32,0,1,3
840,14,918,Redwood N.P. 2,0,41.466,-124.040,93,5,0,1,3
840,14,953,SOUTH FORK MTN,1,40.623,-123.640,93,5,0,1,3
840,17,1,MAYBELL,1,40.740,-108.088,86,10,0,1,1
840,17,2,GREAT DIVIDE,1,40.840,-107.690,86,10,0,1,1
840,17,3,YAMPA,1,40.153,-106.875,84,16,0,1,1
840,17,4,HARMONY,1,40.509,-105.039,87,16,0,1,1
840,17,5,BRIGGSDALE,1,40.596,-104.203,36,18,0,1,1
840,17,6,PINNEO,1,40.210,-103.440,36,18,0,1,1
840,17,7,FLEMING,1,40.657,-102.934,36,18,0,1,1
840,17,8,DOUGLAS PASS,1,39.400,-108.812,84,16,0,1,1
840,17,9,BUFORD,1,39.966,-107.648,84,16,0,1,1
840,17,10,ASPEN,1,39.244,-106.761,62,16,0,1,1
840,17,11,CHEESMAN LK,1,39.221,-105.279,62,16,0,1,1
840,17,12,KIOWA,1,39.380,-104.369,87,18,0,1,1
840,17,13,LAST CHANCE,1,39.857,-103.649,36,18,0,1,1
840,17,14,ABARR,1,39.831,-102.633,36,18,0,1,1
840,17,15,DELTA,1,38.695,-108.139,84,16,0,1,1
840,17,16,COLONA,0,38.306,-107.963,62,16,0,1,1
840,17,17,PARLIN,1,38.514,-106.755,62,16,0,1,1
840,17,18,MOFFAT,1,38.026,-105.813,87,16,0,1,1
840,17,19,RUSH,1,38.840,-104.092,36,18,0,1,1
840,17,20,BOYERO,1,38.641,-103.228,36,18,0,1,1
840,17,21,LAMAR,1,38.144,-102.521,36,18,0,1,1
840,17,22,DOLORES,0,37.518,-108.536,84,16,0,1,1
840,17,23,FALFA,1,37.215,-107.792,84,16,0,1,1
840,17,24,PAGOSA SPGS,0,37.288,-106.837,62,16,0,1,1
840,17,25,BLANCA,0,37.287,-105.552,87,16,0,1,1
840,17,26,MICA BUTTE,0,37.620,-104.315,87,18,0,1,1
840,17,27,GILPIN,1,37.998,-103.198,36,18,0,1,1
840,17,28,TWO BUTTES,1,37.688,-102.292,36,18,0,1,1
840,17,31,WRAY GULCH,1,40.065,-108.415,84,16,0,1,1
840,17,32,WILSON CREEK,1,40.138,-107.970,84,16,0,1,1
840,17,33,WALDEN,1,40.880,-106.459,86,16,0,1,1
840,17,34,LOST LAKE,1,40.872,-105.908,62,16,0,1,1
840,17,35,HUDSON,1,40.305,-104.696,36,18,0,1,1
840,17,36,WILDHORSE L,1,40.848,-103.344,36,18,0,1,1
840,17,37,WAVERLY,1,40.263,-102.718,36,18,0,1,1
840,17,38,FRUITA,0,39.164,-108.701,87,16,0,1,1
840,17,39,WILLOW PEAK,1,39.664,-107.123,62,16,0,1,1
840,17,40,RED CLIFF,1,39.544,-106.221,62,16,0,1,1
840,17,41,TARRYALL,1,39.080,-105.416,62,16,0,1,1
840,17,42,ADAMS CO.,1,39.841,-104.189,36,18,0,1,1
840,17,43,GORDON CREEK,1,39.611,-103.123,36,18,0,1,1
840,17,44,BETHUNE,1,39.388,-102.427,36,18,0,1,1
840,17,45,UNCOMPAHGRE,1,38.740,-108.624,62,16,0,1,1
840,17,46,CASTLETON,1,38.592,-106.917,62,16,0,1,1
840,17,47,DOYLEVILLE,1,38.511,-106.554,62,16,0,1,1
840,17,48,GUFFEY,1,38.983,-105.575,62,16,0,1,1
840,17,49,EDISON,1,38.695,-104.072,36,18,0,1,1
840,17,50,CROWLEY,1,38.175,-103.949,36,18,0,1,1
840,17,51,CHEYENNE,1,38.693,-102.591,36,18,0,1,1
840,17,52,DOLORES RIV,1,37.791,-108.020,62,16,0,1,1
840,17,53,LAKE CITY,0,37.986,-107.224,62,16,0,1,1
840,17,54,PINOS CREEK,0,37.480,-106.452,62,16,0,1,1
840,17,55,ALAMOSA,1,37.181,-105.746,87,16,0,1,1
840,17,56,TRINCHERA,1,37.045,-104.059,87,18,0,1,1
840,17,57,VILLEGREEN,1,37.218,-103.520,87,18,0,1,1
840,17,58,CAMPO,1,37.105,-102.580,36,18,0,1,1
840,17,116,COLONA 2,1,38.306,-107.963,62,16,0,1,1
840,17,122,CORTEZ,0,37.517,-108.465,84,16,0,1,1
840,17,124,BLACKHEAD PK,1,37.288,-106.838,62,16,0,1,1
840,17,125,SAN LUIS,1,37.287,-105.553,87,16,0,1,1
840,17,126,CONE MTN,1,37.626,-104.310,87,18,0,1,1
840,17,138,Rosevale,1,39.052,-108.576,84,16,0,1,1
840,17,153,RIO GRNDS RS,1,37.779,-107.004,62,16,0,1,1
840,17,154,SUMMITVILLE,1,37.633,-106.425,62,16,0,1,1
840,17,201,BROWNS PARK,1,40.617,-108.674,84,10,0,1,1
840,17,202,DUNCKLEY PAS,1,40.210,-107.033,62,16,0,1,1
840,17,203,BUFFALO PARK,1,40.133,-106.491,62,16,0,1,1
840,17,204,DEADMAN RD.,1,40.760,-105.472,62,16,0,1,1
840,17,205,GROVER,1,40.857,-104.542,36,18,0,1,1
840,17,206,STONEHAM,1,40.581,-103.658,36,18,0,1,1
840,17,207,AMHERST,1,40.614,-102.085,36,18,0,1,1
840,17,208,DE BEQUE,1,39.513,-108.462,84,16,0,1,1
840,17,209,FLATTOPS,1,39.647,-107.617,62,16,0,1,1
840,17,210,THOMASVILLE,1,39.379,-106.814,62,16,0,1,1
840,17,211,GUANELLA PAS,1,39.667,-105.850,62,16,0,1,1
840,17,212,PROSPECT VAL,0,39.986,-104.510,36,18,0,1,1
840,17,213,LIMON,1,39.374,-103.787,36,18,0,1,1
840,17,214,KIRK,1,39.534,-102.592,36,18,0,1,1
840,17,215,PINON,1,38.266,-108.349,62,16,0,1,1
840,17,216,PAONIA,1,38.839,-107.603,84,16,0,1,1
840,17,217,TINCUP,1,38.747,-106.431,62,16,0,1,1
840,17,218,WET MTNS.,1,38.367,-105.229,62,16,0,1,1
840,17,219,DOYLE BRIDGE,0,38.045,-104.451,36,18,0,1,1
840,17,220,HASWELL,1,38.172,-103.235,36,18,0,1,1
840,17,221,NEEGRANDE,1,38.296,-102.738,36,18,0,1,1
840,17,222,GROUNDHOG RS,1,37.780,-108.089,62,16,0,1,1
840,17,223,PIEDRA,1,37.233,-107.184,62,16,0,1,1
840,17,224,FOX CREEK,1,37.059,-106.192,62,16,0,1,1
840,17,225,MOSCA,1,37.691,-105.928,87,16,0,1,1
840,17,226,COKEDALE,1,37.114,-104.605,84,16,0,1,1
840,17,227,NINAVIEW,1,37.520,-103.111,87,18,0,1,1
840,17,228,EDLER,1,37.164,-102.277,36,18,0,1,1
840,17,253,Lake City 2,1,37.941,-107.159,62,16,0,1,1
840,17,301,DINOSAUR,1,40.278,-108.560,84,16,0,1,1
840,17,302,LAY,1,40.668,-107.862,86,10,0,1,1
840,17,303,STEAMBOAT L.,1,40.675,-106.933,62,16,0,1,1
840,17,304,COMANCHE PK,1,40.569,-105.428,62,16,0,1,1
840,17,305,NUNN,1,40.863,-104.639,36,18,0,1,1
840,17,306,FORT MORGAN,1,40.349,-103.800,36,18,0,1,1
840,17,307,JULESBURG,1,40.968,-102.326,36,18,0,1,1
840,17,308,BAXTER PASS,1,39.443,-108.955,84,16,0,1,1
840,17,309,RAGGED MTN.,1,39.080,-107.368,62,16,0,1,1
840,17,310,WESTON PASS,0,39.153,-106.409,62,16,0,1,1
840,17,311,COMO,1,39.411,-105.969,62,16,0,1,1
840,17,312,BENNETT,1,39.724,-104.377,36,18,0,1,1
840,17,313,FLAGLER,1,39.568,-103.024,36,18,0,1,1
840,17,314,BURLINGTON,1,39.172,-102.111,36,18,0,1,1
840,17,315,BASIN,1,38.069,-108.461,87,16,0,1,1
840,17,316,POWDERHORN,1,38.465,-107.263,62,16,0,1,1
840,17,317,MARSHALL PAS,1,38.448,-106.107,62,16,0,1,1
840,17,318,GRIBBLES PRK,1,38.644,-105.779,62,16,0,1,1
840,17,319,ELLICOTT,1,38.550,-104.459,36,18,0,1,1
840,17,320,KARVAL,1,38.762,-103.349,36,18,0,1,1
840,17,321,SHERIDAN LAK,1,38.246,-102.211,36,18,0,1,1
840,17,322,MCPHEE RES.,1,37.840,-108.761,84,16,0,1,1
840,17,323,ANIMAS,0,37.237,-107.870,84,16,0,1,1
840,17,324,SOUTH FORK,1,37.649,-106.653,62,16,0,1,1
840,17,325,ANTONITO,0,37.099,-105.521,87,16,0,1,1
840,17,326,WALSENBURG,1,37.618,-104.775,84,16,0,1,1
840,17,327,TIMPAS,1,37.951,-103.876,36,18,0,1,1
840,17,328,PRITCHETT,1,37.207,-102.868,36,18,0,1,1
840,17,351,ANGORA,1,40.204,-108.754,84,16,0,1,1
840,17,352,YELLOWJACKET PASS,1,40.052,-107.874,84,16,0,1,1
840,17,353,STILLWATER PASS,0,40.313,-105.979,62,16,0,1,1
840,17,354,GOLD HILL,1,40.021,-105.296,62,16,0,1,1
840,17,358,PICEANCE BASIN,0,39.823,-108.165,84,16,0,1,1
840,17,359,RIFLE FALLS,1,39.758,-107.692,84,16,0,1,1
840,17,360,RADIUM,0,39.954,-106.558,62,16,0,1,1
840,17,361,ROLLINS PASS,1,39.824,-105.524,62,16,0,1,1
840,17,362,ELBERT,1,39.000,-104.738,87,18,0,1,1
840,17,365,NUCLA,1,38.270,-108.537,62,16,0,1,1
840,17,366,OWL CREEK PASS,1,38.174,-107.742,62,16,0,1,1
840,17,367,COCHETOPA PASS,1,38.054,-106.865,62,16,0,1,1
840,17,368,WESTCLIFFE,1,38.150,-105.514,62,16,0,1,1
840,17,372,HAYCAMP MESA,1,37.443,-108.474,62,16,0,1,1
840,17,373,LIZARD HEAD PASS,1,37.943,-107.822,62,16,0,1,1
840,17,374,MOON PASS,1,37.839,-106.256,62,16,0,1,1
840,17,375,GARDNER,1,37.941,-105.232,84,16,0,1,1
840,17,376,LUDLOW,1,37.339,-104.585,84,16,0,1,1
840,17,377,BLACK SULPHUR CR,1,39.872,-108.285,84,16,0,1,1
840,17,378,HEENEY,1,39.846,-106.236,62,16,0,1,1
840,17,410,WESTON PASS 2,1,39.131,-106.179,62,16,0,1,1
840,17,412,PROSPECT VALLEY 2,1,39.985,-104.509,36,18,0,1,1
840,17,419,DOYLE BRIDGE 2,1,38.064,-104.419,36,18,0,1,1
840,17,422,Cortez 2,1,37.517,-108.465,84,16,0,1,1
840,17,423,ANIMAS 2,1,37.231,-107.870,84,16,0,1,1
840,17,425,MESITA,1,37.099,-105.521,87,16,0,1,1
840,17,453,Stillwater Pass 2,1,40.180,-106.008,62,16,0,1,1
840,17,900,ARSENAL,0,39.813,-104.799,36,18,0,1,3
840,17,901,ROCKPORT,1,40.812,-104.791,36,18,0,1,3
840,17,902,MOUNT EVANS,1,39.685,-105.372,62,16,0,1,3
840,17,903,MESAVERDE NP,1,37.270,-108.482,84,16,0,1,3
840,17,904,TRAIL RIDGE ROAD,1,40.432,-105.763,62,16,0,1,3
840,17,905,ARSENAL 2,1,39.827,-104.801,36,18,0,1,3
840,18,1,MYSTIC,1,41.336,-71.964,12,30,0,1,1
840,18,2,E HARTLAND,0,41.698,-72.910,12,30,0,1,1
840,18,3,BUCKINGHAM,1,41.703,-72.516,12,30,0,1,1
840,18,4,UNCASVILLE,1,41.418,-72.153,12,30,0,1,1
840,18,5,WOODSTOCK,0,41.941,-72.139,12,30,0,1,1
840,18,6,WESTBROOK,1,41.271,-72.498,12,30,0,1,1
840,18,7,WILLIMANTIC,1,41.777,-72.135,12,30,0,1,1
840,18,8,NO WOODBURY,1,41.549,-73.217,12,30,0,1,1
840,18,9,SHERMAN,1,41.539,-73.501,12,28,0,1,1
840,18,10,GREENWICH,1,41.052,-73.617,12,30,0,1,1
840,18,11,DANBURY,1,41.336,-73.531,12,30,0,1,1
840,18,12,WARREN,0,41.749,-73.350,12,30,0,1,1
840,18,13,LONG HILL,1,41.252,-73.247,12,30,0,1,1
840,18,14,MID HADDAM,1,41.565,-72.591,12,30,0,1,1
840,18,15,SOUTHINGTON,1,41.583,-72.851,12,30,0,1,1
840,18,16,NEW HARTFORD,0,41.878,-72.957,12,14,0,1,1
840,18,102,NEW HARTFORD,1,41.738,-72.927,12,14,0,1,1
840,18,105,WOODSTOCK 2,1,41.941,-72.139,12,30,0,1,1
840,18,112,WARREN 2,1,41.749,-73.350,12,30,0,1,1
840,18,116,GRANBY,1,41.881,-72.956,12,30,0,1,1
840,21,1,MT PLEASANT,1,39.500,-75.686,4,30,0,1,1
840,21,2,WILMINGTON,1,39.752,-75.587,4,30,0,1,1
840,21,3,HARRINGTON,1,38.959,-75.537,4,30,0,1,1
840,21,4,FREDERICA,1,39.029,-75.465,4,30,0,1,1
840,21,5,DOVER,0,39.030,-75.459,4,30,0,1,1
840,21,6,FRANKFORD,1,38.534,-75.180,4,30,0,1,1
840,21,7,HOLLEYVILLE,0,38.674,-75.235,4,30,0,1,1
840,21,8,LOWES XRDS,0,38.504,-75.433,4,30,0,1,1
840,21,9,BETHANY BCH,0,38.580,-75.061,4,30,0,1,1
840,21,10,MILTON,1,38.748,-75.290,4,30,0,1,1
840,21,105,BLACKBIRD,1,39.371,-75.639,4,30,0,1,1
840,21,107,HOLLEYVILLE 2,1,38.674,-75.235,4,30,0,1,1
840,21,108,PEPPERBOX,1,38.504,-75.433,4,30,0,1,1
840,21,109,GEORGETOWN,1,38.732,-75.464,4,30,0,1,1
840,21,900,Test Route X,0,39.030,-75.459,4,30,0,1,1
840,21,901,Test Route Y,0,39.030,-75.459,4,30,0,1,1
840,21,921,Test Route Z,0,39.030,-75.459,4,30,0,1,1
840,25,1,OAK GROVE,1,30.929,-87.408,4,27,0,1,1
840,25,2,FT WALTN BCH,1,30.376,-86.276,3,27,0,1,1
840,25,3,MOSSY HEAD,1,30.519,-86.481,3,27,0,1,1
840,25,4,BLOUNTSTOWN,1,30.529,-85.133,3,27,0,1,1
840,25,5,BROAD BRANCH,1,30.337,-85.287,3,27,0,1,1
840,25,6,MICCOSUKEE,1,30.595,-84.041,4,27,0,1,1
840,25,7,SEMINOLE HLS,0,30.390,-85.900,3,27,0,1,1
840,25,8,TELOGIA,0,30.336,-84.991,3,27,0,1,1
840,25,9,PORT ST JOE,0,29.782,-85.300,3,27,0,1,1
840,25,10,COVINGTON,1,30.273,-83.857,3,27,0,1,1
840,25,11,STEINHATCHEE,1,29.669,-83.378,3,27,0,1,1
840,25,12,BELMONT,1,30.503,-82.734,3,27,0,1,1
840,25,13,MICANOPY,0,29.547,-82.263,3,31,0,1,1
840,25,14,ROMEO,1,29.192,-82.395,3,31,0,1,1
840,25,15,FT GADSDEN,1,29.988,-84.976,3,27,0,1,1
840,25,16,DALE MABRY,0,28.036,-82.505,2,31,0,1,1
840,25,17,MYAKKA HEAD,0,27.444,-82.119,2,31,0,1,1
840,25,18,ST AUGUSTINE,1,29.890,-81.344,3,31,0,1,1
840,25,19,HILLIARD,1,30.720,-81.906,3,27,0,1,1
840,25,20,SAN ANTONIO,1,28.327,-82.302,2,31,0,1,1
840,25,21,BELMORE,1,29.897,-81.834,3,31,0,1,1
840,25,22,POLK CITY,1,28.179,-81.861,2,31,0,1,1
840,25,23,MABEL,0,28.572,-81.982,2,31,0,1,1
840,25,24,CHILDS,1,27.323,-81.419,2,31,0,1,1
840,25,25,SCOTTSMOOR,1,28.748,-80.871,2,31,0,1,1
840,25,26,SUNNILAND GR,1,26.294,-81.449,2,31,0,1,1
840,25,27,FT LONESOME,1,27.661,-82.146,2,31,0,1,1
840,25,28,PINECREST,1,25.751,-80.968,2,31,0,1,1
840,25,29,ALTURAS,0,27.901,-81.719,2,31,0,1,1
840,25,30,KENANSVILLE,1,27.963,-80.967,2,31,0,1,1
840,25,31,INDIANTOWN,1,26.966,-80.385,2,31,0,1,1
840,25,32,SALVISTA,0,26.779,-81.937,2,31,0,1,1
840,25,33,BROWARD,0,26.063,-80.431,1,31,0,1,1
840,25,35,TAMIAMI,0,25.658,-80.766,1,31,0,1,1
840,25,36,PLANTATION K,0,25.002,-80.536,1,31,0,1,1
840,25,37,SANDERSON,1,30.253,-82.162,3,27,0,1,1
840,25,38,DOCTOR INLET,0,30.100,-81.807,3,27,0,1,1
840,25,39,BOCA RATON,0,26.368,-80.203,2,31,0,1,1
840,25,40,ANDYTOWN,0,26.059,-80.434,1,31,0,1,1
840,25,51,SANTA ROSA,0,30.333,-87.140,3,27,0,1,1
840,25,52,BLACKWATER,1,30.721,-86.786,3,27,0,1,1
840,25,53,DEFUNIAK SPR,1,30.718,-86.116,3,27,0,1,1
840,25,54,BETTS,1,30.534,-85.243,3,27,0,1,1
840,25,55,MILLER XRDS,1,30.950,-85.742,4,27,0,1,1
840,25,56,HIXTOWN SWMP,1,30.293,-83.668,3,27,0,1,1
840,25,57,BLOXHAM,1,30.388,-84.664,3,27,0,1,1
840,25,58,DOWLING PARK,1,30.351,-83.340,3,27,0,1,1
840,25,59,HILDRETH,0,30.021,-82.811,3,27,0,1,1
840,25,60,CALLAHAN,1,30.520,-81.952,3,27,0,1,1
840,25,61,PINETTA,1,30.519,-83.216,3,27,0,1,1
840,25,62,ALLIGATOR PT,1,29.947,-84.341,3,27,0,1,1
840,25,63,FT MCCOY,1,29.536,-81.877,3,31,0,1,1
840,25,64,DEANVILLE,1,29.408,-81.198,2,31,0,1,1
840,25,65,FLEMINGTON,0,29.117,-82.218,3,31,0,1,1
840,25,66,NOBLETON,1,28.647,-82.172,2,31,0,1,1
840,25,67,PENNYWASH CR,1,28.101,-80.898,2,31,0,1,1
840,25,68,WINTER GARDN,1,28.690,-81.547,2,31,0,1,1
840,25,69,KISSIMMEE,1,28.323,-81.337,2,31,0,1,1
840,25,70,PLEASANT GR,0,27.770,-82.335,2,31,0,1,1
840,25,71,SANDY,0,27.292,-82.056,2,31,0,1,1
840,25,72,GARDNER,0,27.427,-81.583,2,31,0,1,1
840,25,73,ARBUCKLE,1,27.761,-81.454,2,31,0,1,1
840,25,74,ST LUCIE,1,27.236,-80.547,2,31,0,1,1
840,25,75,SEBASTIAN,0,27.860,-80.449,2,31,0,1,1
840,25,76,SHAWANO,0,26.336,-80.536,1,31,0,1,1
840,25,77,DAVIE,1,26.086,-80.229,1,31,0,1,1
840,25,78,KENDALL,0,25.604,-80.410,1,31,0,1,1
840,25,79,HOMESTEAD,1,25.491,-80.543,1,31,0,1,1
840,25,80,KEY LARGO,0,25.384,-80.372,1,31,0,1,1
840,25,81,DEVILS GARDN,1,26.559,-81.127,2,31,0,1,1
840,25,82,PALMDALE,1,26.875,-81.359,2,31,0,1,1
840,25,83,KEY WEST,0,24.673,-81.245,1,31,0,1,1
840,25,84,CROSS CITY,1,29.686,-83.067,3,27,0,1,1
840,25,85,ARIPEKA,1,28.276,-82.635,2,31,0,1,1
840,25,86,ALVA,1,26.946,-81.761,2,31,0,1,1
840,25,87,WEAVER STN,1,25.932,-81.657,1,31,0,1,1
840,25,88,CLEWISTON,1,26.750,-80.902,1,31,0,1,1
840,25,105,NIXON,0,30.372,-85.272,3,27,0,1,1
840,25,107,NEW HOPE,0,30.537,-85.836,3,27,0,1,1
840,25,108,BRISTOL,1,30.324,-85.005,3,27,0,1,1
840,25,109,PORT ST JOE 2,1,29.782,-85.300,3,27,0,1,1
840,25,113,ISLAND GROVE,1,29.455,-82.119,3,31,0,1,1
840,25,116,CITRUS PARK,1,28.040,-82.509,2,31,0,1,1
840,25,117,Myakka Head 2,1,27.432,-82.407,2,31,0,1,1
840,25,123,Mabel 2,1,28.572,-81.982,2,31,0,1,1
840,25,129,LAKE BUFFUM,1,27.901,-81.719,2,31,0,1,1
840,25,132,PUNTA GORDA,1,26.930,-82.033,2,31,0,1,1
840,25,135,FLAMINGO,1,25.139,-80.934,1,31,0,1,1
840,25,137,GLEN ST. MARY,0,30.252,-82.163,3,27,0,1,1
840,25,138,Doctors Inlet 2,1,30.100,-81.807,3,27,0,1,1
840,25,151,Laurel Hill,1,30.966,-86.455,3,27,0,1,1
840,25,159,Hildreth 2,1,30.019,-82.811,3,27,0,1,1
840,25,165,MT. OLIVE,1,29.187,-82.285,3,31,0,1,1
840,25,170,Pleasant Grove 2,1,27.770,-82.335,2,31,0,1,1
840,25,171,SANDY 2,1,27.292,-82.056,2,31,0,3,1
840,25,172,CREWSVILLE,1,27.497,-81.600,2,31,0,1,1
840,25,175,VERO BEACH,1,27.861,-80.449,2,31,0,1,1
840,25,176,SHAWANO 2,0,26.685,-80.389,1,31,0,1,1
840,25,178,REDLANDS,1,25.619,-80.415,1,31,0,1,1
840,25,180,CARD SOUND,1,25.310,-80.393,1,31,0,1,1
840,25,183,SUGARLOAF KEY,0,24.676,-81.240,1,31,0,1,1
840,25,207,SEMINOLE HILLS 2,1,30.814,-85.780,3,27,0,1,1
840,25,283,SUGARLOAF KEY 2,1,24.598,-81.583,1,31,0,1,1
840,25,901,APALACHICOLA,1,30.263,-84.655,3,27,0,1,3
840,25,902,OSCEOLA,1,30.379,-82.359,3,27,0,1,3
840,25,903,OCALA,1,29.397,-81.808,2,31,0,1,3
840,25,904,LOVEDALE,1,30.964,-85.118,4,27,0,1,3
840,25,905,CROOM,1,28.582,-82.187,2,31,0,1,3
840,25,906,GREEN SWAMP,1,28.303,-81.918,2,31,0,1,3
840,25,907,PINELANDS,1,25.406,-80.614,1,31,0,1,3
840,25,908,Citrus,1,28.800,-82.381,2,31,0,1,3
840,25,909,Goethe,1,29.097,-82.583,3,31,0,1,3
840,25,910,WEBB,1,26.818,-81.925,2,31,0,1,3
840,25,911,CORBETT,1,26.854,-80.268,2,31,0,1,3
840,25,912,HOLEY LAND,1,26.335,-80.540,1,31,0,1,3
840,25,913,BABCOCK RNCH,0,26.833,-81.683,2,31,0,1,3
840,25,915,MERRITT ISL,0,28.786,-80.801,2,31,0,1,3
840,25,916,RIDGE HARBOR,1,26.995,-81.959,2,31,0,1,3
840,25,917,OLUSTEE,1,30.220,-82.408,3,27,0,1,3
840,25,918,WILDERNES PK,1,28.569,-80.997,3,31,0,1,3
840,25,919,DUPUIS W.E.A,1,26.994,-80.574,2,31,0,1,3
840,25,920,EGLIN A.F.B.,1,30.426,-86.756,3,27,0,1,3
840,25,921,ST VINCENT I,1,29.680,-85.215,3,27,0,1,3
840,25,922,CHASSAHOWITZ,1,28.679,-82.566,2,31,0,1,3
840,25,923,SANTA ROSA GUIS,0,30.331,-87.295,3,27,0,1,3
840,25,925,MERRITT ISLAND 2,0,28.786,-80.801,2,31,0,1,3
840,27,1,HARRIETTS BL,1,30.873,-81.576,3,27,0,1,1
840,27,2,OKEFENOKEE,0,30.705,-82.069,3,27,0,1,1
840,27,3,DARIEN,1,31.364,-81.418,3,27,0,1,1
840,27,4,STOCKTON,1,30.928,-83.029,3,27,0,1,1
840,27,5,BAXLEY,1,31.970,-82.356,4,27,0,1,1
840,27,6,FOWLSTOWN,1,30.820,-84.523,4,27,0,1,1
840,27,7,FITZGERALD,1,31.706,-83.244,4,27,0,1,1
840,27,8,EVERETT CITY,1,31.392,-81.643,3,27,0,1,1
840,27,9,COURTHOUSE,1,31.887,-84.973,4,27,0,1,1
840,27,10,CUTHBERT,1,31.746,-84.720,4,27,0,1,1
840,27,11,GUYTON,0,32.344,-81.360,3,27,0,1,1
840,27,12,LYONS,0,32.108,-82.371,4,27,0,1,1
840,27,13,WRIGHTSVILLE,1,32.737,-82.765,4,27,0,1,1
840,27,14,HAWKINSVILLE,1,32.399,-83.452,4,27,0,1,1
840,27,15,FORSYTH,1,33.006,-83.991,11,29,0,1,1
840,27,16,CREST,1,32.937,-84.495,11,29,0,1,1
840,27,17,WAYCROSS,0,31.199,-82.231,3,27,0,1,1
840,27,18,NASHVILLE,1,31.212,-83.257,4,27,0,1,1
840,27,19,LINCOLNTON,1,33.789,-82.480,11,29,0,1,1
840,27,20,MAXEYS,1,33.754,-83.174,11,29,0,1,1
840,27,21,NEWTON,1,31.291,-84.406,4,27,0,1,1
840,27,22,HOLLONVILLE,0,33.182,-84.481,11,29,0,1,1
840,27,23,FAIRPLAY,0,33.636,-84.885,11,29,0,1,1
840,27,24,ATHENS,1,34.032,-83.316,11,29,0,1,1
840,27,25,COTTON,1,31.123,-84.073,4,27,0,1,1
840,27,26,OAKMAN,1,34.566,-84.728,13,28,0,1,1
840,27,27,CARTERSVILLE,1,34.055,-84.787,11,28,0,1,1
840,27,28,HENDERSON,1,32.378,-83.789,4,27,0,1,1
840,27,29,DOLES,1,31.611,-83.914,4,27,0,1,1
840,27,30,BALDWIN,1,34.495,-83.542,11,29,0,1,1
840,27,31,SILOAM,1,33.520,-83.096,11,29,0,1,1
840,27,32,GROVETOWN,1,33.488,-82.200,11,29,0,1,1
840,27,33,LACROSS,1,32.182,-84.268,4,27,0,1,1
840,27,34,JACKSONBORO,1,32.883,-81.638,4,27,0,1,1
840,27,35,MACON,1,32.946,-83.648,4,27,0,1,1
840,27,36,BOWDON,1,33.538,-85.253,11,29,0,1,1
840,27,37,LINWOOD,1,34.669,-85.346,13,28,0,1,1
840,27,38,TAZEWELL,1,32.315,-84.564,4,27,0,1,1
840,27,39,SHANNON,1,34.386,-85.049,13,28,0,1,1
840,27,40,BAXTER,1,34.764,-84.069,23,28,0,1,1
840,27,41,MOUNTAIN CTY,1,34.917,-83.407,23,28,0,1,1
840,27,42,HOLLY SPRS,0,34.139,-84.464,11,29,0,1,1
840,27,43,HIRAM,1,33.909,-84.748,11,29,0,1,1
840,27,44,STOCKBRIDGE,1,33.631,-84.219,11,29,0,1,1
840,27,45,RUTLEDGE,1,33.610,-83.604,11,29,0,1,1
840,27,46,JULIETTE,1,33.105,-83.812,11,29,0,1,1
840,27,47,WASHINGTON,1,33.648,-82.676,11,29,0,1,1
840,27,48,DEEPSTEP,1,33.029,-82.831,4,27,0,1,1
840,27,49,FINLEYSON,1,32.147,-83.578,4,27,0,1,1
840,27,50,RENTZ,1,32.175,-82.953,4,27,0,1,1
